generation,ms,time
140,"[[18, 10, 25, 9, 3, 19, 4, 5, 20, 17, 1, 24, 12, 6, 22, 11, 14, 2, 23, 15, 16, 13, 21, 7, 8], [26, 25, 24, 22, 25, 25, 25, 23, 26, 26, 26, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 23, 25, 23]]",0.0029985904693603516
77,"[[10, 9, 15, 8, 23, 7, 12, 24, 18, 4, 20, 14, 2, 16, 13, 11, 5, 21, 22, 6, 17, 25, 3, 1, 19], [27, 25, 26, 25, 25, 25, 23, 23, 25, 28, 23, 26, 25, 25, 25, 28, 26, 25, 26, 26, 25, 24, 25, 24, 26]]",0.003002166748046875
75,"[[7, 22, 16, 8, 12, 11, 14, 19, 18, 3, 20, 24, 6, 5, 10, 2, 4, 15, 21, 23, 25, 1, 9, 13, 17], [25, 25, 25, 27, 25, 26, 24, 23, 25, 25, 26, 28, 25, 24, 26, 25, 25, 26, 25, 26, 25, 25, 25, 25, 25]]",0.003996849060058594
101,"[[7, 11, 15, 19, 13, 3, 25, 23, 2, 12, 10, 4, 20, 14, 17, 24, 9, 6, 8, 18, 21, 16, 1, 22, 5], [27, 26, 25, 26, 25, 22, 25, 24, 24, 25, 26, 23, 24, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24]]",0.004000663757324219
30,"[[5, 20, 4, 14, 22, 1, 25, 18, 6, 15, 23, 3, 12, 11, 16, 19, 8, 7, 21, 10, 17, 9, 24, 13, 2], [25, 25, 25, 24, 25, 25, 25, 23, 25, 25, 23, 24, 25, 24, 26, 25, 25, 25, 25, 25, 26, 25, 25, 23, 25]]",0.0029811859130859375
61,"[[14, 22, 1, 15, 13, 16, 3, 8, 17, 21, 23, 6, 20, 12, 4, 7, 10, 11, 19, 18, 5, 24, 25, 2, 9], [24, 25, 25, 25, 24, 25, 26, 25, 26, 23, 25, 26, 26, 27, 22, 25, 24, 24, 25, 25, 26, 25, 26, 26, 26]]",0.0030019283294677734
125,"[[9, 17, 14, 15, 10, 18, 3, 8, 13, 23, 6, 22, 12, 20, 5, 21, 19, 7, 16, 2, 11, 4, 24, 1, 25], [26, 23, 25, 25, 24, 25, 26, 25, 24, 25, 24, 23, 24, 24, 25, 25, 27, 23, 24, 25, 25, 25, 24, 26, 27]]",0.001997232437133789
53,"[[8, 4, 20, 21, 12, 15, 23, 6, 19, 2, 13, 18, 9, 1, 24, 7, 3, 25, 14, 16, 22, 17, 5, 10, 11], [25, 25, 27, 25, 25, 25, 22, 25, 25, 25, 25, 25, 25, 26, 23, 24, 23, 25, 25, 25, 25, 25, 26, 25, 23]]",0.0029773712158203125
32,"[[11, 15, 13, 12, 14, 9, 22, 8, 25, 1, 18, 2, 17, 4, 24, 21, 3, 20, 5, 16, 6, 23, 7, 19, 10], [25, 25, 25, 25, 26, 25, 27, 25, 25, 25, 26, 26, 25, 24, 27, 25, 24, 25, 23, 25, 28, 26, 25, 25, 26]]",0.003003358840942383
53,"[[8, 2, 21, 11, 23, 25, 9, 10, 14, 7, 24, 18, 6, 16, 1, 3, 17, 13, 20, 12, 5, 19, 15, 4, 22], [25, 24, 27, 26, 24, 25, 23, 25, 24, 25, 24, 25, 25, 26, 26, 26, 28, 25, 25, 25, 24, 26, 25, 24, 25]]",0.0050008296966552734
164,"[[8, 22, 3, 15, 17, 12, 21, 19, 2, 11, 1, 5, 16, 25, 18, 24, 10, 4, 14, 13, 20, 7, 23, 9, 6], [21, 24, 25, 25, 25, 24, 25, 25, 26, 26, 22, 23, 25, 23, 25, 24, 24, 27, 25, 23, 25, 26, 25, 25, 24]]",0.004999399185180664
71,"[[24, 1, 13, 20, 7, 17, 12, 2, 9, 25, 8, 15, 22, 14, 6, 5, 16, 18, 3, 23, 11, 21, 10, 19, 4], [26, 25, 26, 25, 26, 26, 25, 25, 25, 25, 20, 25, 25, 26, 25, 25, 25, 23, 26, 25, 24, 25, 27, 22, 25]]",0.0030066967010498047
46,"[[24, 16, 5, 7, 13, 15, 4, 25, 12, 9, 2, 14, 8, 22, 19, 3, 11, 10, 23, 18, 21, 20, 17, 1, 6], [26, 24, 25, 25, 25, 25, 24, 25, 26, 25, 26, 25, 25, 25, 25, 25, 25, 25, 26, 25, 26, 23, 25, 24, 25]]",0.001978635787963867
26,"[[6, 15, 7, 25, 12, 22, 16, 3, 20, 4, 5, 14, 23, 10, 13, 24, 2, 21, 1, 17, 8, 18, 11, 9, 19], [27, 25, 25, 24, 25, 25, 25, 26, 25, 25, 25, 25, 24, 25, 25, 25, 24, 25, 24, 27, 25, 25, 26, 25, 25]]",0.0030007362365722656
25,"[[20, 1, 6, 17, 21, 7, 18, 25, 12, 3, 13, 23, 2, 5, 22, 14, 19, 8, 15, 9, 11, 4, 24, 16, 10], [24, 25, 25, 25, 23, 25, 25, 25, 25, 25, 25, 24, 26, 24, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25]]",0.002969026565551758
33,"[[1, 24, 23, 3, 14, 6, 20, 2, 12, 25, 22, 9, 16, 13, 5, 21, 8, 7, 18, 11, 15, 4, 17, 19, 10], [24, 25, 24, 26, 25, 25, 25, 25, 25, 26, 25, 25, 25, 28, 25, 24, 25, 25, 24, 26, 25, 24, 25, 23, 25]]",0.0029909610748291016
